re_idx,idx,sentence,category,polarity,target,from,to
1553,NP#4:7,"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",SERVICE#GENERAL,negative,manager,4,11
1554,NP#4:8,We paid and left because we didn't feel like arguing any more.,SERVICE#GENERAL,negative,NULL,0,0
1555,NP#4:9,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",FOOD#QUALITY,negative,food,115,119
1556,NP#4:10,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",RESTAURANT#MISCELLANEOUS,positive,restaurant,6,16
1556,NP#4:10,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",SERVICE#GENERAL,negative,customer service,127,143
1558,P#6:0,Unhygienic,FOOD#QUALITY,negative,NULL,0,0
1559,P#6:1,I do not recommend.,RESTAURANT#GENERAL,negative,NULL,0,0
1561,P#6:3,I got hair in my food 2 times of then !,FOOD#QUALITY,negative,food,17,21
1562,BzG#2:0,"Great place, great value.",RESTAURANT#GENERAL,positive,place,6,11
1562,BzG#2:0,"Great place, great value.",RESTAURANT#PRICES,positive,place,6,11
1563,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",FOOD#QUALITY,positive,food,4,8
1563,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",FOOD#STYLE_OPTIONS,positive,food,4,8
1563,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",FOOD#PRICES,positive,food,4,8
1564,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,atmosphere,4,14
1565,BzG#2:3,It's a great place to order from or sit-in.,RESTAURANT#MISCELLANEOUS,positive,place,13,18
1566,TVU#4:0,Awesome,RESTAURANT#GENERAL,positive,NULL,0,0
1567,TVU#4:1,"Inexpensive, unassuming, great time!",RESTAURANT#PRICES,positive,NULL,0,0
1567,TVU#4:1,"Inexpensive, unassuming, great time!",RESTAURANT#GENERAL,positive,NULL,0,0
1568,Z#2:0,Sushi experience was unbelievable with my fiance.,FOOD#QUALITY,positive,Sushi,0,5
1569,Z#2:1,Try it!,RESTAURANT#GENERAL,positive,NULL,0,0
1570,Z#2:2,Very pleased,RESTAURANT#GENERAL,positive,NULL,0,0
1571,Y#9:0,Good creative rolls!,FOOD#QUALITY,positive,rolls,14,19
1571,Y#9:0,Good creative rolls!,FOOD#STYLE_OPTIONS,positive,rolls,14,19
1572,Y#9:1,"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",RESTAURANT#MISCELLANEOUS,positive,Yamato,0,6
1573,Y#9:2,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",FOOD#QUALITY,positive,rolls,16,21
1573,Y#9:2,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",FOOD#QUALITY,positive,triple color and norwegetan rolls,27,60
1573,Y#9:2,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",FOOD#STYLE_OPTIONS,positive,triple color and norwegetan rolls,27,60
1574,Y#9:3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",FOOD#QUALITY,positive,dessert,82,89
1574,Y#9:3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",FOOD#STYLE_OPTIONS,positive,special roll,4,16
1574,Y#9:3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",FOOD#STYLE_OPTIONS,positive,regular roll,25,37
1575,Y#9:4,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",FOOD#QUALITY,positive,banana chocolate dessert,22,46
1575,Y#9:4,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",FOOD#QUALITY,positive,green tea tempura,67,84
1576,Y#9:5,The appetizers are also delicious!,FOOD#QUALITY,positive,appetizers,4,14
1577,Z#5:0,Amazing food.,FOOD#QUALITY,positive,food,8,12
1578,Z#5:1,Mazing interior.,AMBIENCE#GENERAL,negative,interior,7,15
1579,Z#5:2,Great food!,FOOD#QUALITY,positive,food,6,10
1580,Z#5:3,I've had my fair share of modern Japanese and this spot delivers.,FOOD#QUALITY,positive,modern Japanese,26,41
1581,Z#5:4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",AMBIENCE#GENERAL,negative,atmosphere,4,14
1581,Z#5:4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",AMBIENCE#GENERAL,negative,scheme of mirrors,97,114
1582,Z#5:5,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",AMBIENCE#GENERAL,negative,NULL,0,0
1583,Z#5:6,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,FOOD#QUALITY,positive,modern Japanese food,63,83
1583,Z#5:6,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,AMBIENCE#GENERAL,negative,mirrors,22,29
1585,TM#4:0,"Indo Chinese food, pretty good...",FOOD#QUALITY,positive,Indo Chinese food,0,17
1586,TM#4:1,Not a very fancy place but very good Chinese style Indian food.,AMBIENCE#GENERAL,neutral,place,17,22
1586,TM#4:1,Not a very fancy place but very good Chinese style Indian food.,FOOD#QUALITY,positive,Chinese style Indian food,37,62
1587,TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",FOOD#QUALITY,positive,chicken lollipop,4,20
1587,TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",FOOD#QUALITY,negative,dishes,49,55
1587,TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",FOOD#QUALITY,negative,Chilli Chicken,145,159
1588,TM#4:3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",FOOD#QUALITY,negative,food,85,89
1589,TM#4:4,Still we keep going back :),RESTAURANT#GENERAL,positive,NULL,0,0
1590,TFS#11:0,I was speechless by the horrible food.,FOOD#QUALITY,negative,food,33,37
1591,TFS#11:1,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",FOOD#QUALITY,negative,food,55,59
1593,TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",SERVICE#GENERAL,negative,chef,43,47
1593,TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",FOOD#QUALITY,negative,vegetarian dish,22,37
1593,TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",FOOD#STYLE_OPTIONS,negative,vegetarian dish,22,37
1594,TFS#11:4,"I was so stunned, and I left the dinner hungry and majorly disappointing.",RESTAURANT#GENERAL,negative,NULL,0,0
1595,TFS#11:5,This place survives on reputation alone.,RESTAURANT#MISCELLANEOUS,negative,place,5,10
1596,TFS#11:6,I will NEVER return.,RESTAURANT#GENERAL,negative,NULL,0,0
1597,ADLT#10:0,Best In ALL of NYC,RESTAURANT#GENERAL,positive,NULL,0,0
1598,ADLT#10:1,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",RESTAURANT#GENERAL,positive,restaurant,27,37
1599,ADLT#10:2,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",FOOD#QUALITY,positive,food,61,65
1600,ADLT#10:3,"never swaying, never a bad meal, never bad service...",RESTAURANT#GENERAL,positive,NULL,0,0
1600,ADLT#10:3,"never swaying, never a bad meal, never bad service...",FOOD#QUALITY,positive,meal,27,31
1600,ADLT#10:3,"never swaying, never a bad meal, never bad service...",SERVICE#GENERAL,positive,service,43,50
1602,ADLT#10:5,you should travel from the Bronx to try it...,RESTAURANT#GENERAL,positive,NULL,0,0
1603,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",FOOD#QUALITY,positive,food,6,10
1603,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",DRINKS#STYLE_OPTIONS,positive,wine list,18,27
1603,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",SERVICE#GENERAL,positive,service,35,42
1603,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",LOCATION#GENERAL,positive,neighborhood,54,66
1604,ADLT#10:7,so delicious!!!!!!,FOOD#QUALITY,positive,NULL,0,0
1605,PP#3:0,Patsy's Pizza = true love,RESTAURANT#GENERAL,positive,Patsy's Pizza,0,13
1606,PP#3:1,Hands down the best pizza on the planet.,FOOD#QUALITY,positive,pizza,20,25
1608,PP#3:3,"In about 12 minutes, the thing is gone.",FOOD#QUALITY,positive,NULL,0,0
1610,BHD#6:0,great hot dogs..,FOOD#QUALITY,positive,hot dogs,6,14
1611,BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,FOOD#QUALITY,positive,hot dogs,4,12
1612,BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,FOOD#QUALITY,positive,toppings,6,14
1612,BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,RESTAURANT#MISCELLANEOUS,positive,place,28,33
1613,TM#5:0,great taste,FOOD#QUALITY,positive,NULL,0,0
1614,TM#5:1,"Great, original taste.",FOOD#QUALITY,positive,NULL,0,0
1615,TM#5:2,"For me dishes a little oily, but overall dining experience good.",FOOD#QUALITY,negative,dishes,7,13
1615,TM#5:2,"For me dishes a little oily, but overall dining experience good.",RESTAURANT#GENERAL,positive,NULL,0,0
1616,TM#5:3,Helpful service and average price per dish $10.,SERVICE#GENERAL,positive,service,8,15
1616,TM#5:3,Helpful service and average price per dish $10.,FOOD#PRICES,positive,dish,38,42
1617,TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,AMBIENCE#GENERAL,negative,decor,39,44
1618,TM#6:0,great food,FOOD#QUALITY,positive,food,6,10
1619,TM#6:1,This place has great indian chinese food.,FOOD#QUALITY,positive,indian chinese food,21,40
1620,TM#6:2,The flavors are amazing and the value is phenomenal.,FOOD#QUALITY,positive,NULL,0,0
1620,TM#6:2,The flavors are amazing and the value is phenomenal.,FOOD#PRICES,positive,NULL,0,0
1621,TM#6:3,"Be prepared to wait, because the place is pretty tiny.",RESTAURANT#MISCELLANEOUS,negative,place,33,38
1622,TM#6:4,"Also, they do not take credit card so come with cash!",RESTAURANT#MISCELLANEOUS,neutral,NULL,0,0
1623,TM#6:5,"Even though the place is not beautiful, the food speaks for itself.",AMBIENCE#GENERAL,negative,place,16,21
1623,TM#6:5,"Even though the place is not beautiful, the food speaks for itself.",FOOD#QUALITY,positive,food,44,48
1624,TM#6:6,"Best Indian Chinese in the city, by far!",FOOD#QUALITY,positive,Indian Chinese,5,19
1625,TVU#6:0,AMAZING MY FAVORITE!!!,RESTAURANT#GENERAL,positive,NULL,0,0
1627,TVU#6:2,"I came across Village Underground by accident, now I go there all the time.",RESTAURANT#GENERAL,positive,Village Underground,14,33
1628,TVU#6:3,The martinis are amazing and very fairly priced.,DRINKS#QUALITY,positive,martinis,4,12
1628,TVU#6:3,The martinis are amazing and very fairly priced.,DRINKS#PRICES,positive,martinis,4,12
1629,TVU#6:4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE#GENERAL,positive,SERVICE,4,11
1629,TVU#6:4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE#GENERAL,positive,waiters,43,50
1630,TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",AMBIENCE#GENERAL,positive,DJ,4,6
1630,TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",RESTAURANT#GENERAL,positive,NULL,0,0
1631,TVU#6:6,You can get a table without a reservation if you get there early I they don't make you by bottles.,SERVICE#GENERAL,positive,NULL,0,0
1632,TVU#6:7,Which lets face it....at times it's a good thing.,SERVICE#GENERAL,positive,NULL,0,0
1633,TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,RESTAURANT#PRICES,positive,NULL,0,0
1633,TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,RESTAURANT#GENERAL,positive,NULL,0,0
1634,TVU#6:9,Highly recommended!,RESTAURANT#GENERAL,positive,NULL,0,0
1635,ADLT#3:0,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",RESTAURANT#GENERAL,positive,NULL,0,0
1636,ADLT#3:1,Everything on the menu is great. ,FOOD#QUALITY,positive,menu,18,22
1637,ADLT#3:2,This establishment is the real deal. ,RESTAURANT#GENERAL,positive,establishment,5,18
1638,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",AMBIENCE#GENERAL,positive,NULL,0,0
1638,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",FOOD#QUALITY,positive,food,59,63
1638,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",RESTAURANT#GENERAL,positive,NULL,0,0
1641,TFS#5:2,But $500 for a dinner for two that didn't include Wine?,FOOD#PRICES,negative,dinner for two,15,29
1643,TFS#5:4,"Look, the appetizers were really good.",FOOD#QUALITY,positive,appetizers,10,20
1644,TFS#5:5,The entree was also very good.,FOOD#QUALITY,positive,entree,4,10
1645,TFS#5:6,"Can't argue about that, but they are clearly over priced.",FOOD#PRICES,negative,NULL,0,0
1646,TFS#5:7,What you are paying for is the environment and the name.,AMBIENCE#GENERAL,neutral,environment,31,42
1646,TFS#5:7,What you are paying for is the environment and the name.,RESTAURANT#MISCELLANEOUS,neutral,NULL,0,0
1646,TFS#5:7,What you are paying for is the environment and the name.,RESTAURANT#PRICES,negative,NULL,0,0
1647,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",AMBIENCE#GENERAL,positive,place,9,14
1647,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",RESTAURANT#PRICES,negative,place,9,14
1651,TFS#5:12,Which of course is not real Kobe but Wagyu beef.,FOOD#QUALITY,negative,NULL,0,0
1652,TFS#5:13,Surprised that a place of this caliber would advertise it as Kobe.,RESTAURANT#MISCELLANEOUS,negative,NULL,0,0
1655,TFS#5:16,Vanison was good but not amazing.,FOOD#QUALITY,neutral,Vanison,0,7
1656,TFS#5:17,Bison was quite excellent however.,FOOD#QUALITY,positive,Bison,0,5
1657,TFS#5:18,Dessert: pure disaster.,FOOD#QUALITY,negative,Dessert,0,7
1658,TFS#5:19,Just not good at all.,FOOD#QUALITY,negative,NULL,0,0
1659,TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,FOOD#STYLE_OPTIONS,negative,NULL,0,0
1659,TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,FOOD#QUALITY,negative,NULL,0,0
1660,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",RESTAURANT#PRICES,negative,restaurant,31,41
1660,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",RESTAURANT#GENERAL,negative,restaurant,31,41
1662,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",RESTAURANT#MISCELLANEOUS,neutral,The Four Seasons,0,16
1662,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",RESTAURANT#PRICES,negative,The Four Seasons,0,16
1663,TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",RESTAURANT#GENERAL,negative,NULL,0,0
1663,TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",RESTAURANT#PRICES,negative,NULL,0,0
1664,TFS#5:25,"All in all, the food was great (except for the dessserts).",FOOD#QUALITY,positive,food,16,20
1664,TFS#5:25,"All in all, the food was great (except for the dessserts).",FOOD#QUALITY,negative,dessserts,47,56
1665,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,AMBIENCE#GENERAL,neutral,environment,4,15
1665,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,RESTAURANT#MISCELLANEOUS,neutral,NULL,4,15
1666,TFS#5:27,"If you are going for the food, it will not be worth it.",FOOD#QUALITY,negative,food,25,29
1668,TFS#5:29,"You would think they would make up for it with service, sadly, no.",SERVICE#GENERAL,negative,service,47,54
1669,TFS#5:30,"Service was just ok, it is not what you'd expect for $500.",SERVICE#GENERAL,negative,Service,0,7
1669,TFS#5:30,"Service was just ok, it is not what you'd expect for $500.",RESTAURANT#PRICES,negative,NULL,0,0
1670,CLF#3:0,Terrible Waste of money.. scammers,RESTAURANT#GENERAL,negative,NULL,0,0
1670,CLF#3:0,Terrible Waste of money.. scammers,RESTAURANT#PRICES,negative,NULL,0,0
1671,CLF#3:1,I agree that dining at Casa La Femme is like no other dining experience!,RESTAURANT#GENERAL,negative,Casa La Femme,23,36
1673,CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,RESTAURANT#GENERAL,negative,NULL,0,0
1673,CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,RESTAURANT#PRICES,negative,NULL,0,0
1674,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,RESTAURANT#GENERAL,negative,Casa La Femme,46,59
1674,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,RESTAURANT#PRICES,negative,Casa La Femme,46,59
1676,CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",RESTAURANT#GENERAL,negative,NULL,0,0
1676,CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",RESTAURANT#PRICES,negative,NULL,0,0
1677,CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,RESTAURANT#GENERAL,negative,NULL,0,0
1677,CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,RESTAURANT#PRICES,negative,NULL,0,0
1678,CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,SERVICE#GENERAL,neutral,wait,80,84
1679,CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,SERVICE#GENERAL,negative,NULL,0,0
1680,CLF#3:10,We were ushered to the bar to wait momentarily and upon arrival were so excited.,RESTAURANT#GENERAL,positive,NULL,0,0
1681,CLF#3:11,The place is beautiful!,AMBIENCE#GENERAL,positive,place,4,9
1682,CLF#3:12,The hostess was very pleasant.,SERVICE#GENERAL,positive,hostess,4,11
1683,CLF#3:13,"However, our $14 drinks were were horrible!",DRINKS#QUALITY,negative,drinks,17,23
1683,CLF#3:13,"However, our $14 drinks were were horrible!",DRINKS#PRICES,negative,drinks,17,23
1684,CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",SERVICE#GENERAL,negative,NULL,0,0
1686,CLF#3:16,Our experience did not ever get any better.,RESTAURANT#GENERAL,negative,NULL,0,0
1687,CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,SERVICE#GENERAL,negative,NULL,0,0
1688,CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,SERVICE#GENERAL,negative,waiter,42,48
1689,CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,SERVICE#GENERAL,negative,waiter,41,47
1690,CLF#3:20,We asked for beverages and never received them.,SERVICE#GENERAL,negative,NULL,0,0
1691,CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,SERVICE#GENERAL,negative,waiter,29,35
1692,CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,FOOD#QUALITY,negative,chicken,3,10
1693,CLF#3:23,I would not expect this for a $55 dinner.,FOOD#QUALITY,negative,dinner,34,40
1693,CLF#3:23,I would not expect this for a $55 dinner.,FOOD#PRICES,negative,dinner,34,40
1694,CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,SERVICE#GENERAL,negative,NULL,0,0
1695,CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,SERVICE#GENERAL,negative,NULL,0,0
1696,CLF#3:26,The only beverage we did receive was water in dirty glasses!,SERVICE#GENERAL,negative,NULL,0,0
1697,CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,SERVICE#GENERAL,negative,NULL,0,0
1697,CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,RESTAURANT#MISCELLANEOUS,negative,NULL,0,0
1698,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",FOOD#QUALITY,negative,food,211,215
1698,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",RESTAURANT#PRICES,negative,NULL,0,0
1698,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",RESTAURANT#MISCELLANEOUS,negative,NULL,0,0
1699,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,FOOD#QUALITY,negative,meal,101,105
1699,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,RESTAURANT#PRICES,negative,NULL,0,0
1700,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#GENERAL,negative,restaurant,20,30
1700,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#PRICES,negative,restaurant,20,30
1701,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#GENERAL,negative,NULL,0,0
1701,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#PRICES,negative,NULL,0,0
1701,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,SERVICE#GENERAL,negative,NULL,0,0
1702,CLF#3:32,I wish I COULD be refunded!,RESTAURANT#GENERAL,negative,NULL,0,0
1703,BFC#9:0,Don't go with a larger group than 4! ,RESTAURANT#MISCELLANEOUS,negative,NULL,0,0
1707,BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",SERVICE#GENERAL,positive,NULL,0,0
1708,BFC#9:5,The menu is fairly simple without much descriptions. ,FOOD#STYLE_OPTIONS,neutral,menu,4,8
1709,BFC#9:6,"There was no tap beer that evening, which was a disappointment. ",DRINKS#STYLE_OPTIONS,negative,beer,17,21
1710,BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma. ",DRINKS#STYLE_OPTIONS,negative,selection of bottled beer,14,39
1711,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,FOOD#QUALITY,positive,fried oysters and clams,60,83
1711,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,FOOD#STYLE_OPTIONS,negative,fried oysters and clams,60,83
1711,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,SERVICE#GENERAL,positive,NULL,0,0
1712,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#STYLE_OPTIONS,neutral,lobster knuckles,4,20
1712,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#QUALITY,negative,lobster knuckles,4,20
1713,BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ",FOOD#STYLE_OPTIONS,negative,"""salt encrusted shrimp"" appetizer",37,70
1717,BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",SERVICE#GENERAL,negative,NULL,0,0
1719,BFC#9:16,The food arrived in about 15 minutes. ,SERVICE#GENERAL,neutral,NULL,0,0
1720,BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,FOOD#QUALITY,positive,Thai style Fried Sea Bass,10,35
1721,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD#QUALITY,positive,food,43,47
1721,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD#QUALITY,negative,grilled Mahi Mahi,79,96
1721,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD#STYLE_OPTIONS,negative,grilled Mahi Mahi,79,96
1722,BFC#9:19,I heard the lobster roll was excellent. ,FOOD#QUALITY,positive,lobster roll,12,24
1723,BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",SERVICE#GENERAL,negative,NULL,0,0
1724,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",FOOD#QUALITY,positive,food,15,19
1724,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",FOOD#PRICES,negative,food,15,19
1725,BFC#9:22,"Service not the friendliest to our ""large party""! ",SERVICE#GENERAL,negative,Service,0,7
1726,BFC#9:23,Probably would not go back here.,RESTAURANT#GENERAL,negative,NULL,0,0
1727,BG#5:0,Great Indian food,FOOD#QUALITY,positive,Indian food,6,17
1729,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",FOOD#QUALITY,positive,Food,0,4
1730,BG#5:3,"Very ""normal Indian food"", but done really well.",FOOD#STYLE_OPTIONS,neutral,Indian food,13,24
1730,BG#5:3,"Very ""normal Indian food"", but done really well.",FOOD#QUALITY,positive,Indian food,13,24
1731,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",RESTAURANT#GENERAL,positive,place,166,171
1731,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",RESTAURANT#PRICES,negative,place,166,171
1731,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",FOOD#PRICES,negative,chicken tikka masala,54,74
1731,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",AMBIENCE#GENERAL,negative,feel,196,200
1732,BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",SERVICE#GENERAL,negative,waiters,6,13
