re_idx,idx,sentence,category,polarity
2172,B00D7Z84OY_6_A3LVQPXOZD4VIT:5,"Used to love HP products, but this has soured me on the whole company.",COMPANY#GENERAL,negative
2173,B0096VDM8G_57_A2MZ152WGRBXCC:0,By far the best laptop I've ever had.,LAPTOP#GENERAL,positive
2174,B0096VDM8G_57_A2MZ152WGRBXCC:1,"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.",LAPTOP#OPERATION_PERFORMANCE,positive
2174,B0096VDM8G_57_A2MZ152WGRBXCC:1,"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.",DISPLAY#QUALITY,positive
2174,B0096VDM8G_57_A2MZ152WGRBXCC:1,"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.",BATTERY#OPERATION_PERFORMANCE,positive
2174,B0096VDM8G_57_A2MZ152WGRBXCC:1,"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.",LAPTOP#DESIGN_FEATURES,neutral
2175,B0096VDM8G_57_A2MZ152WGRBXCC:2,"My only concern is that since the battery is not external, I will not be able to change it out once it starts not to hold a good charge over a length of time.",LAPTOP#DESIGN_FEATURES,negative
2176,B0096VDM8G_57_A2MZ152WGRBXCC:3,I wonder if thats just Apples way of saying its time to get the newest and greatest laptop 3-4 years from now lol.,COMPANY#GENERAL,neutral
2177,B00KMRGF28_158_A290OAUA8EAMP3:0,The product is average and works well.,LAPTOP#GENERAL,neutral
2177,B00KMRGF28_158_A290OAUA8EAMP3:0,The product is average and works well.,LAPTOP#OPERATION_PERFORMANCE,positive
2178,B00KMRGF28_158_A290OAUA8EAMP3:1,Works at a decent speed.,LAPTOP#OPERATION_PERFORMANCE,neutral
2179,B00KMRGF28_158_A290OAUA8EAMP3:2,The mouse pad however is very loud which is why i gave it four stars.,MOUSE#QUALITY,negative
2180,B00KMRGF28_172_A1RJ2J18DI98FG:0,I had a great experience purchasing my Dell Inspiron i3531-1200BK 15.6-Inch Laptop.,LAPTOP#GENERAL,positive
2182,B00KMRGF28_172_A1RJ2J18DI98FG:2,"My laptop was easy to set-up, and I've had no problems to date.",LAPTOP#USABILITY,positive
2182,B00KMRGF28_172_A1RJ2J18DI98FG:2,"My laptop was easy to set-up, and I've had no problems to date.",LAPTOP#GENERAL,positive
2184,B00FU83YWS_25_A3504VWFA6UMTO:0,Did not disappoint me at all.,LAPTOP#GENERAL,positive
2185,B00FU83YWS_25_A3504VWFA6UMTO:1,Lenovo is the best laptop.,LAPTOP#GENERAL,positive
2186,B00FU83YWS_26_A3I7Q5Y8IIS1YE:0,Built in mike is really poor and unusable for Skype or any other purpose.,MULTIMEDIA_DEVICES#QUALITY,negative
2186,B00FU83YWS_26_A3I7Q5Y8IIS1YE:0,Built in mike is really poor and unusable for Skype or any other purpose.,MULTIMEDIA_DEVICES#USABILITY,negative
2187,B00FU83YWS_26_A3I7Q5Y8IIS1YE:1,And the only microphone input is for a combo Mike/Speaker plug.,LAPTOP#DESIGN_FEATURES,negative
2188,B00FU83YWS_26_A3I7Q5Y8IIS1YE:2,So to communicate I need to wear ear plugs or a headset with a built-in mike.,LAPTOP#USABILITY,negative
2189,B00FU83YWS_26_A3I7Q5Y8IIS1YE:3,That's a nuisance for family Skype calls...only one can speak at a time.,LAPTOP#USABILITY,negative
2190,B00FU83YWS_20_ANRBJAFRZR1M8:0,"We haven't used it enough or had it long enough to give it 5 stars, but so far it has been a very good laptop.",LAPTOP#GENERAL,positive
2191,B00FU83YWS_20_ANRBJAFRZR1M8:1,Several other reviewers made comments on the keyboard and now I can understand why --- this keyboard is the nicest to use of any laptop we've ever owned.,KEYBOARD#USABILITY,positive
2192,B00FU83YWS_20_ANRBJAFRZR1M8:2,"I'm a life-long desktop computer user, and the keyboard on this laptop is as close to a ""normal"" keyboard as I've ever seen.",KEYBOARD#GENERAL,positive
2193,B00FU83YWS_20_ANRBJAFRZR1M8:3,We like this new laptop -- a lot!,LAPTOP#GENERAL,positive
2194,B00FU83YWS_36_A21F9QHZIQH13I:0,Very good performer for the price.,LAPTOP#OPERATION_PERFORMANCE,positive
2194,B00FU83YWS_36_A21F9QHZIQH13I:0,Very good performer for the price.,LAPTOP#PRICE,neutral
2195,B00FU83YWS_36_A21F9QHZIQH13I:1,"Not blazing fast, but quick enough.",LAPTOP#OPERATION_PERFORMANCE,positive
2196,B00FU83YWS_36_A21F9QHZIQH13I:2,One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,LAPTOP#DESIGN_FEATURES,positive
2196,B00FU83YWS_36_A21F9QHZIQH13I:2,One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,SOFTWARE#MISCELLANEOUS,positive
2196,B00FU83YWS_36_A21F9QHZIQH13I:2,One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,COMPANY#GENERAL,positive
2197,B00FU83YWS_36_A21F9QHZIQH13I:3,The desktop was clean once I got it up and running.,LAPTOP#DESIGN_FEATURES,positive
2198,B00FU83YWS_36_A21F9QHZIQH13I:4,"Battery life is above average, and it charges quickly.",BATTERY#OPERATION_PERFORMANCE,positive
2199,B00FU83YWS_36_A21F9QHZIQH13I:5,Keyboard is sturdy.,KEYBOARD#QUALITY,positive
2200,B00FU83YWS_36_A21F9QHZIQH13I:6,"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.",MOUSE#DESIGN_FEATURES,neutral
2200,B00FU83YWS_36_A21F9QHZIQH13I:6,"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.",MOUSE#USABILITY,neutral
2201,B00FU83YWS_36_A21F9QHZIQH13I:7,I will be considering Lenovo for all future laptop purchases.,COMPANY#GENERAL,positive
2202,B00FU83YWS_37_A1BEVTJDXGMJ5I:0,This lap top is good so far.,LAPTOP#GENERAL,positive
2203,B00FU83YWS_37_A1BEVTJDXGMJ5I:1,It is quiet runs smoothly.,LAPTOP#QUALITY,positive
2203,B00FU83YWS_37_A1BEVTJDXGMJ5I:1,It is quiet runs smoothly.,LAPTOP#OPERATION_PERFORMANCE,positive
2204,B00FU83YWS_37_A1BEVTJDXGMJ5I:2,"I really like the video option on it, I stream movies on Amazon Prime and Netflix and there is no lag.",LAPTOP#DESIGN_FEATURES,positive
2204,B00FU83YWS_37_A1BEVTJDXGMJ5I:2,"I really like the video option on it, I stream movies on Amazon Prime and Netflix and there is no lag.",LAPTOP#OPERATION_PERFORMANCE,positive
2206,B00FU83YWS_37_A1BEVTJDXGMJ5I:4,"The only negative would be that it gets pretty warm sitting on my lap for very long, but that is pretty much standard for all lop tops I think.",LAPTOP#QUALITY,neutral
2210,B00FU83YWS_5_A32LJA5R33Y631:1,it stopped working 31 days after purchase.,LAPTOP#OPERATION_PERFORMANCE,negative
2210,B00FU83YWS_5_A32LJA5R33Y631:1,it stopped working 31 days after purchase.,LAPTOP#QUALITY,negative
2213,B00FU83YWS_5_A32LJA5R33Y631:4,it was slow and might be problematic.,LAPTOP#OPERATION_PERFORMANCE,negative
2213,B00FU83YWS_5_A32LJA5R33Y631:4,it was slow and might be problematic.,LAPTOP#GENERAL,negative
2214,B00FU83YWS_5_A32LJA5R33Y631:5,i would shop around for a better one.,LAPTOP#GENERAL,negative
2215,B00FU83YWS_64_A3DGGMIJIKUS2O:0,CRASHED only 2 days from getting it!!!!,LAPTOP#OPERATION_PERFORMANCE,negative
2215,B00FU83YWS_64_A3DGGMIJIKUS2O:0,CRASHED only 2 days from getting it!!!!,LAPTOP#QUALITY,negative
2216,B00FU83YWS_64_A3DGGMIJIKUS2O:1,Says it is failing hard drive.,HARD_DISC#QUALITY,negative
2218,B00FU83YWS_64_A3DGGMIJIKUS2O:3,I should have bought something better.,LAPTOP#GENERAL,negative
2219,B00KMRGF28_79_A2BQP7V50CE1BM:0,"The PC is works well with a good battery and a power cable, and has a web cam.",LAPTOP#OPERATION_PERFORMANCE,positive
2219,B00KMRGF28_79_A2BQP7V50CE1BM:0,"The PC is works well with a good battery and a power cable, and has a web cam.",BATTERY#OPERATION_PERFORMANCE,positive
2219,B00KMRGF28_79_A2BQP7V50CE1BM:0,"The PC is works well with a good battery and a power cable, and has a web cam.",LAPTOP#DESIGN_FEATURES,positive
2220,B00KMRGF28_79_A2BQP7V50CE1BM:1,"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.",LAPTOP#DESIGN_FEATURES,negative
2220,B00KMRGF28_79_A2BQP7V50CE1BM:1,"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.",LAPTOP#USABILITY,negative
2220,B00KMRGF28_79_A2BQP7V50CE1BM:1,"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.",LAPTOP#CONNECTIVITY,negative
2222,B00KMRGF28_200_A1SHTXCLHRR3TT:1,"Other than a hate of windows 8, she just loves it.",LAPTOP#GENERAL,positive
2222,B00KMRGF28_200_A1SHTXCLHRR3TT:1,"Other than a hate of windows 8, she just loves it.",OS#GENERAL,negative
2226,B00KMRGF28_224_A2BW7RFR3C267G:3,The plastic materials are rather cheap.,LAPTOP#QUALITY,negative
2227,B0096VDM8G_88_A32QNAMOSUG1HS:0,LOVE IT!,LAPTOP#GENERAL,positive
2228,B0096VDM8G_88_A32QNAMOSUG1HS:1,NEEDS MORE INSTRUCTIONS WITH IT,LAPTOP#MISCELLANEOUS,negative
2229,B00AH4A950_5_A2GV12LV1OMGT1:0,"I'm very happy with my Acer, it does just for what I need it.",LAPTOP#GENERAL,positive
2230,B00AH4A950_5_A2GV12LV1OMGT1:1,Even the sound is fantastic,MULTIMEDIA_DEVICES#QUALITY,positive
2231,B00D7Z84OY_48_A2XVST4DRWHUO2:0,I love this laptop.,LAPTOP#GENERAL,positive
2232,B00D7Z84OY_48_A2XVST4DRWHUO2:1,Even my extremely tech savvy boyfriend was impressed with the features and sleek design.,LAPTOP#DESIGN_FEATURES,positive
2233,B00D7Z84OY_48_A2XVST4DRWHUO2:2,"Although I've had it for less than a week, I am very satisfied.",LAPTOP#GENERAL,positive
2234,B00D7Z84OY_5_A3PBMQ9JF4Z9RQ:0,Functions well.,LAPTOP#OPERATION_PERFORMANCE,positive
2235,B00D7Z84OY_5_A3PBMQ9JF4Z9RQ:1,Does all that was advertised.,LAPTOP#GENERAL,positive
2236,B0096VDM8G_85_A333WUOS73QYJ6:0,"If it had a 4,5 star option, that is what I would give.",LAPTOP#GENERAL,positive
2237,B0096VDM8G_85_A333WUOS73QYJ6:1,"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...",LAPTOP#QUALITY,positive
2237,B0096VDM8G_85_A333WUOS73QYJ6:1,"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...",DISPLAY#GENERAL,positive
2237,B0096VDM8G_85_A333WUOS73QYJ6:1,"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...",LAPTOP#CONNECTIVITY,negative
2237,B0096VDM8G_85_A333WUOS73QYJ6:1,"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...",LAPTOP#USABILITY,negative
2240,B0096VDM8G_65_A1AQ8JT2A3UWMY:2,1.Great display.,DISPLAY#GENERAL,positive
2241,B0096VDM8G_65_A1AQ8JT2A3UWMY:3,Love the color accuracy.,DISPLAY#QUALITY,positive
2242,B0096VDM8G_65_A1AQ8JT2A3UWMY:4,2.Very decent speakers.,MULTIMEDIA_DEVICES#GENERAL,positive
2243,B0096VDM8G_65_A1AQ8JT2A3UWMY:5,3.Fairly fast.,LAPTOP#OPERATION_PERFORMANCE,positive
2244,B0096VDM8G_65_A1AQ8JT2A3UWMY:6,4.Loud fan when watching 4K video off YouTube.,FANS_COOLING#QUALITY,negative
2245,B0096VDM8G_65_A1AQ8JT2A3UWMY:7,Sounds like a washer.,FANS_COOLING#QUALITY,negative
2246,B0096VDM8G_65_A1AQ8JT2A3UWMY:8,Machine gets fairly hot near the bottom of the screen.,LAPTOP#QUALITY,negative
2248,B0096VDM8G_65_A1AQ8JT2A3UWMY:10,Battery power laptop had difficulties computing.,LAPTOP#OPERATION_PERFORMANCE,negative
2248,B0096VDM8G_65_A1AQ8JT2A3UWMY:10,Battery power laptop had difficulties computing.,LAPTOP#USABILITY,negative
2249,B0096VDM8G_65_A1AQ8JT2A3UWMY:11,6.Still feels too heavy to me.,LAPTOP#DESIGN_FEATURES,negative
2250,B0096VDM8G_65_A1AQ8JT2A3UWMY:12,Could lose another pound or two.,LAPTOP#DESIGN_FEATURES,negative
2251,B0096VDM8G_65_A1AQ8JT2A3UWMY:13,7.Expensive.,LAPTOP#PRICE,negative
2252,B0096VDM8G_65_A1AQ8JT2A3UWMY:14,Paid close to $2800 out the door.,LAPTOP#PRICE,negative
2255,B00KMRGF28_221_A4YVKTRE1Z1OU:0,Biggest piece of junk I have ever purchased.,LAPTOP#QUALITY,negative
2257,B00KMRGF28_221_A4YVKTRE1Z1OU:2,This clunker however stopped working after only two weeks of having it delivered.,LAPTOP#OPERATION_PERFORMANCE,negative
2257,B00KMRGF28_221_A4YVKTRE1Z1OU:2,This clunker however stopped working after only two weeks of having it delivered.,LAPTOP#QUALITY,negative
2258,B00KMRGF28_221_A4YVKTRE1Z1OU:3,It would have a full charge yet would turn itself off for no explainable reason after being on for 5 minutes.,LAPTOP#OPERATION_PERFORMANCE,negative
2260,B00KMRGF28_221_A4YVKTRE1Z1OU:5,"The second one, after a little over a month, refused to turn on even with a full charge.",LAPTOP#OPERATION_PERFORMANCE,negative
2260,B00KMRGF28_221_A4YVKTRE1Z1OU:5,"The second one, after a little over a month, refused to turn on even with a full charge.",LAPTOP#QUALITY,negative
2262,B00KMRGF28_221_A4YVKTRE1Z1OU:7,What a lemon!!,LAPTOP#QUALITY,negative
2263,B00KMRGF28_214_A1PS6GRSMNBXBJ:0,This is a big disappointment.,LAPTOP#GENERAL,negative
2264,B00KMRGF28_214_A1PS6GRSMNBXBJ:1,"I only use a laptop for personal use, but this one can't even handle that!",LAPTOP#MISCELLANEOUS,negative
2265,B00KMRGF28_214_A1PS6GRSMNBXBJ:2,It takes a long time to load any page.,LAPTOP#OPERATION_PERFORMANCE,negative
2266,B00KMRGF28_214_A1PS6GRSMNBXBJ:3,I've had it for a minth and so far it's shut down completely 3 times.,LAPTOP#OPERATION_PERFORMANCE,negative
2266,B00KMRGF28_214_A1PS6GRSMNBXBJ:3,I've had it for a minth and so far it's shut down completely 3 times.,LAPTOP#QUALITY,negative
2268,B00KMRGF28_214_A1PS6GRSMNBXBJ:5,"I have had Dell Desktops for years, so had no qualms about buying a Dell laptop.",LAPTOP#GENERAL,negative
2268,B00KMRGF28_214_A1PS6GRSMNBXBJ:5,"I have had Dell Desktops for years, so had no qualms about buying a Dell laptop.",COMPANY#GENERAL,negative
2270,B00KMRGF28_194_A22LSPFBF3E1XJ:0,I've always sworn by dell.,COMPANY#GENERAL,positive
2274,B00KMRGF28_194_A22LSPFBF3E1XJ:4,"So with this new order, all the upgrades and windows 8 really caught my eye and I got this for the long haul.",LAPTOP#DESIGN_FEATURES,positive
2274,B00KMRGF28_194_A22LSPFBF3E1XJ:4,"So with this new order, all the upgrades and windows 8 really caught my eye and I got this for the long haul.",OS#GENERAL,positive
2275,B00KMRGF28_194_A22LSPFBF3E1XJ:5,I am not ultra tech savvy but I can tell when it works slow!,LAPTOP#OPERATION_PERFORMANCE,negative
2277,B00KMRGF28_194_A22LSPFBF3E1XJ:7,I barely have any files or downloads and its almost impossible to get this thing to load.,LAPTOP#OPERATION_PERFORMANCE,negative
2277,B00KMRGF28_194_A22LSPFBF3E1XJ:7,I barely have any files or downloads and its almost impossible to get this thing to load.,LAPTOP#CONNECTIVITY,negative
2279,B00KMRGF28_194_A22LSPFBF3E1XJ:9,I'm so disappointed.,LAPTOP#GENERAL,negative
2282,B00FU83YWS_12_A35C5C6W0TIZA8:2,"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.",POWER_SUPPLY#QUALITY,negative
2282,B00FU83YWS_12_A35C5C6W0TIZA8:2,"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.",SUPPORT#QUALITY,neutral
2282,B00FU83YWS_12_A35C5C6W0TIZA8:2,"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.",OPTICAL_DRIVES#QUALITY,negative
2283,B00FU83YWS_12_A35C5C6W0TIZA8:3,"In addition, no matter what I do to change the settings, add/delete Flash, etc., Firefox hangs on start-up.",SOFTWARE#OPERATION_PERFORMANCE,negative
2284,B00FU83YWS_12_A35C5C6W0TIZA8:4,It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.,LAPTOP#DESIGN_FEATURES,negative
2284,B00FU83YWS_12_A35C5C6W0TIZA8:4,It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.,COMPANY#GENERAL,negative
2285,B00FU83YWS_12_A35C5C6W0TIZA8:5,The cords always feel like they are in my way.,LAPTOP#DESIGN_FEATURES,negative
2286,B00FU83YWS_12_A35C5C6W0TIZA8:6,"One positive aspect of this laptop is the keyboard, which is larger than usual.",KEYBOARD#DESIGN_FEATURES,positive
2287,B00FU83YWS_12_A35C5C6W0TIZA8:7,It's a pleasure to type on.,KEYBOARD#USABILITY,positive
2288,B00FU83YWS_12_A35C5C6W0TIZA8:8,"My final thoughts: if you are a Mac user, stay away.",LAPTOP#MISCELLANEOUS,negative
2289,B00FU83YWS_12_A35C5C6W0TIZA8:9,"If you want to travel with this laptop, don't buy it.",LAPTOP#PORTABILITY,negative
2290,B00FU83YWS_12_A35C5C6W0TIZA8:10,"It's clunky, heavy, and a pain to start up and shut down.",LAPTOP#PORTABILITY,negative
2290,B00FU83YWS_12_A35C5C6W0TIZA8:10,"It's clunky, heavy, and a pain to start up and shut down.",LAPTOP#DESIGN_FEATURES,negative
2290,B00FU83YWS_12_A35C5C6W0TIZA8:10,"It's clunky, heavy, and a pain to start up and shut down.",LAPTOP#OPERATION_PERFORMANCE,negative
2293,B00D7Z84OY_17_A3MAL5JLTCZKLO:0,Great for games,LAPTOP#MISCELLANEOUS,positive
2294,B00KMRGF28_184_A12IPRD9B0KX9P:0,It's truly a great laptop for the price.,LAPTOP#GENERAL,positive
2294,B00KMRGF28_184_A12IPRD9B0KX9P:0,It's truly a great laptop for the price.,LAPTOP#PRICE,neutral
2296,B00KMRGF28_184_A12IPRD9B0KX9P:2,"However, this laptop far exceeded my expectations when I bought it for college, I only use Malwarebytes and Microsoft Security Essentials, run a virus scan maybe once a week and it has ran smoother than butter for the past two years.",LAPTOP#MISCELLANEOUS,positive
2296,B00KMRGF28_184_A12IPRD9B0KX9P:2,"However, this laptop far exceeded my expectations when I bought it for college, I only use Malwarebytes and Microsoft Security Essentials, run a virus scan maybe once a week and it has ran smoother than butter for the past two years.",LAPTOP#OPERATION_PERFORMANCE,positive
2297,B00KMRGF28_184_A12IPRD9B0KX9P:3,"For $250, which is as much as my graphics card alone cost, this laptop is an incredible value.",LAPTOP#PRICE,positive
2297,B00KMRGF28_184_A12IPRD9B0KX9P:3,"For $250, which is as much as my graphics card alone cost, this laptop is an incredible value.",LAPTOP#GENERAL,positive
2298,B00KMRGF28_184_A12IPRD9B0KX9P:4,"It is quite impressive at multitasking, which really surprised me.",LAPTOP#OPERATION_PERFORMANCE,positive
2299,B00KMRGF28_184_A12IPRD9B0KX9P:5,I can have tabs open while playing YouTube videos and it handles it impressively well.,LAPTOP#OPERATION_PERFORMANCE,positive
2300,B00KMRGF28_184_A12IPRD9B0KX9P:6,"BUT I should tell you that this laptop does not have the best screen, it's certainly good enough for the average person, but if you're used to good screens this may bother you a bit, but it's certainly not unbearable by anyone's standards.",DISPLAY#GENERAL,neutral
2301,B00KMRGF28_184_A12IPRD9B0KX9P:7,"If you want to game, this thing can handle League of Legends on medium-low settings, but I certainly wouldn't recommend it for gaming.",LAPTOP#MISCELLANEOUS,negative
2302,B00KMRGF28_184_A12IPRD9B0KX9P:8,"Overall, a great laptop for simply doing basic things and web-browsing.",LAPTOP#MISCELLANEOUS,positive
2303,B00KMRGF28_184_A12IPRD9B0KX9P:9,"Would definitely recommend for those who are ""technologically ignorant""",LAPTOP#MISCELLANEOUS,positive
2304,B00FU83YWS_218_A1P104WOJXMZV9:0,this computer is very slow,LAPTOP#OPERATION_PERFORMANCE,negative
2305,B00FU83YWS_219_A1Y4ZXHXI6KT7B:0,I love this laptop!,LAPTOP#GENERAL,positive
2306,B00FU83YWS_219_A1Y4ZXHXI6KT7B:1,It does everything I need it too!,LAPTOP#GENERAL,positive
2307,B00KMRGF28_136_AU1XUW0ZLDFRS:0,Very good price.,LAPTOP#PRICE,positive
2308,B00KMRGF28_136_AU1XUW0ZLDFRS:1,Very nice computer,LAPTOP#GENERAL,positive
2309,B00KMRGF28_109_A1EUFUJPPD4V05:0,Immediately didn't like the track buttons.,MOUSE#GENERAL,negative
2310,B00KMRGF28_109_A1EUFUJPPD4V05:1,They are loud and clunky but I figured I'd get used to it.,MOUSE#QUALITY,negative
2310,B00KMRGF28_109_A1EUFUJPPD4V05:1,They are loud and clunky but I figured I'd get used to it.,MOUSE#DESIGN_FEATURES,negative
2310,B00KMRGF28_109_A1EUFUJPPD4V05:1,They are loud and clunky but I figured I'd get used to it.,MOUSE#USABILITY,neutral
2312,B00KMRGF28_109_A1EUFUJPPD4V05:3,The laptop died two days after I received it.,LAPTOP#QUALITY,negative
2313,B00KMRGF28_12_A25B2Q7A775WAE:0,"I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks.",LAPTOP#GENERAL,positive
2313,B00KMRGF28_12_A25B2Q7A775WAE:0,"I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks.",DISPLAY#DESIGN_FEATURES,positive
2313,B00KMRGF28_12_A25B2Q7A775WAE:0,"I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks.",LAPTOP#PRICE,neutral
2314,B00KMRGF28_12_A25B2Q7A775WAE:1,If you're looking for a basic PC this is the way to go.,LAPTOP#MISCELLANEOUS,positive
2315,B00KMRGF28_12_A25B2Q7A775WAE:2,The hinges on this PC are nice and tight and well made like the rest of the PC.,LAPTOP#QUALITY,positive
2316,B00KMRGF28_12_A25B2Q7A775WAE:3,I was surprised  at  the overall quality and the price,LAPTOP#QUALITY,positive
2316,B00KMRGF28_12_A25B2Q7A775WAE:3,I was surprised  at  the overall quality and the price,LAPTOP#PRICE,positive
2317,B00KMRGF28_110_A1DQBA28Z04UI1:0,"In all my life i have never come across a computer as slow as this one, it cant perform basic operations and is practically useless.",LAPTOP#OPERATION_PERFORMANCE,negative
2317,B00KMRGF28_110_A1DQBA28Z04UI1:0,"In all my life i have never come across a computer as slow as this one, it cant perform basic operations and is practically useless.",LAPTOP#GENERAL,negative
2318,B00KMRGF28_110_A1DQBA28Z04UI1:1,I just received the laptop and if it runs like this already cant imagine how it would work in the next couple of weeks.,LAPTOP#OPERATION_PERFORMANCE,negative
2319,B00KMRGF28_110_A1DQBA28Z04UI1:2,It took almost 20 minutes to boot up.,LAPTOP#OPERATION_PERFORMANCE,negative
2320,B00KMRGF28_110_A1DQBA28Z04UI1:3,Please people dont make the same mistake i did.,LAPTOP#GENERAL,negative
2321,B00KMRGF28_110_A1DQBA28Z04UI1:4,"This is a complete waste of money, dont let the price fool you!",LAPTOP#GENERAL,negative
2321,B00KMRGF28_110_A1DQBA28Z04UI1:4,"This is a complete waste of money, dont let the price fool you!",LAPTOP#PRICE,neutral
2322,B00KMRGF28_128_A1BJWKIOJWBL7N:0,Would be a very nice laptop if the mousepad worked properly.,LAPTOP#GENERAL,positive
2322,B00KMRGF28_128_A1BJWKIOJWBL7N:0,Would be a very nice laptop if the mousepad worked properly.,MOUSE#OPERATION_PERFORMANCE,negative
2323,B00KMRGF28_128_A1BJWKIOJWBL7N:1,It was not responsive at all to touch.,MOUSE#OPERATION_PERFORMANCE,negative
2325,B00KMRGF28_128_A1BJWKIOJWBL7N:3,"And while tapping the mousepad to try to get it to work, your palm would inevitably touch the side which would pull up the side windows and block your ability to find the mouse.",MOUSE#OPERATION_PERFORMANCE,negative
2325,B00KMRGF28_128_A1BJWKIOJWBL7N:3,"And while tapping the mousepad to try to get it to work, your palm would inevitably touch the side which would pull up the side windows and block your ability to find the mouse.",MOUSE#USABILITY,negative
2326,B00KMRGF28_128_A1BJWKIOJWBL7N:4,"If they can fix this, I think it would be a very nice, cost-effective laptop.",LAPTOP#GENERAL,positive
2326,B00KMRGF28_128_A1BJWKIOJWBL7N:4,"If they can fix this, I think it would be a very nice, cost-effective laptop.",LAPTOP#PRICE,positive
2327,B00KMRGF28_218_A1N9RU7NH4O21I:0,This laptop broke within the first hour of use.,LAPTOP#QUALITY,negative
2328,B00KMRGF28_218_A1N9RU7NH4O21I:1,The 'A' key became jammed so that sometimes it wouldn't press in.,KEYBOARD#QUALITY,negative
2329,B00KMRGF28_218_A1N9RU7NH4O21I:2,Dell claims they test each key with thousands of mechanical key strokes.,COMPANY#GENERAL,negative
2330,B00KMRGF28_218_A1N9RU7NH4O21I:3,"Also, after restarting the laptop it constantly made high pitched electronic noises.",LAPTOP#QUALITY,negative
2331,B00KMRGF28_218_A1N9RU7NH4O21I:4,"I'm sure I just got a bad egg, but instead of getting a replacement I decided to try a different one.",LAPTOP#QUALITY,negative
2331,B00KMRGF28_218_A1N9RU7NH4O21I:4,"I'm sure I just got a bad egg, but instead of getting a replacement I decided to try a different one.",LAPTOP#GENERAL,negative
2332,B00FU83YWS_216_A1GXCL1890WK2K:0,This laptop is nice.,LAPTOP#GENERAL,positive
2333,B00FU83YWS_216_A1GXCL1890WK2K:1,"It has a decent feel to it, sharp display and is fast enough.",LAPTOP#QUALITY,neutral
2333,B00FU83YWS_216_A1GXCL1890WK2K:1,"It has a decent feel to it, sharp display and is fast enough.",DISPLAY#QUALITY,positive
2333,B00FU83YWS_216_A1GXCL1890WK2K:1,"It has a decent feel to it, sharp display and is fast enough.",LAPTOP#OPERATION_PERFORMANCE,positive
2334,B00FU83YWS_216_A1GXCL1890WK2K:2,The biggest problem I have is the right side and top of the touchpad is unresponsive.,MOUSE#OPERATION_PERFORMANCE,negative
2336,B00FU83YWS_216_A1GXCL1890WK2K:4,"I have updated the drivers and tweeked every feature available, but nothing has helped.",MOUSE#OPERATION_PERFORMANCE,negative
2337,B00FU83YWS_216_A1GXCL1890WK2K:5,"Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad.",MOUSE#OPERATION_PERFORMANCE,negative
2337,B00FU83YWS_216_A1GXCL1890WK2K:5,"Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad.",MOUSE#USABILITY,negative
2338,B00FU83YWS_216_A1GXCL1890WK2K:6,"I would love to keep this laptop, but will be sending it back and looking for a different brand.",LAPTOP#GENERAL,negative
2338,B00FU83YWS_216_A1GXCL1890WK2K:6,"I would love to keep this laptop, but will be sending it back and looking for a different brand.",COMPANY#GENERAL,negative
2339,B00FU83YWS_216_A1GXCL1890WK2K:7,No Lenovo for me.,COMPANY#GENERAL,negative
